Deck_ACC,Deck_CRESP,Deck_DurationError,Deck_OnsetDelay,Deck_OnsetToOnsetTime,ExperimentName,ExperimentPlatform,ExperimentVersion,List1_Cycle,Running,cycle_start_date,day,expected_trial_count,experiment_name,internal_node_id,lang,last_commit,on_mobile,role,rt,screen_availHeight,screen_availWidth,screen_height,screen_width,session_id,session_uuid,study_id,subject_id,task_section,time_elapsed,trial_index,trial_type,useragent,view_history,window_innerHeight,window_innerWidth,DeckA,DeckB,DeckC,DeckD,Deck_OnsetTime,Deck_RESP,Deck_RT,Deck_RTTime,List1_Sample,loss_event,response,totalsum,var,stimulus
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.0,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,828.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,10531,2,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,100.0,100.0,50.0,50.0,10105.0,C,828.0,10933.0,1.0,0.0,2.0,2050.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.1,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,514.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,12367,6,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,100.0,100.0,0.0,50.0,12254.0,B,514.0,12768.0,2.0,0.0,1.0,2150.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.2,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,383.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,14068,10,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,100.0,100.0,0.0,50.0,14086.0,A,383.0,14469.0,3.0,0.0,0.0,2250.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.3,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,467.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,15855,14,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-250.0,100.0,0.0,50.0,15789.0,D,467.0,16256.0,4.0,0.0,3.0,2300.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.4,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,450.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,17623,18,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-250.0,100.0,0.0,50.0,17574.0,B,450.0,18024.0,5.0,0.0,1.0,2400.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.5,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,434.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,19376,22,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-250.0,100.0,0.0,50.0,19342.0,C,434.0,19776.0,6.0,-50.0,2.0,2400.0,0.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.6,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,457.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,22151,26,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-250.0,100.0,-25.0,50.0,22095.0,A,457.0,22552.0,7.0,-350.0,0.0,2150.0,-250.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.7,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,398.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,24865,30,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-200.0,100.0,-25.0,50.0,24868.0,D,398.0,25266.0,8.0,0.0,3.0,2200.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.8,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,516.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,26701,34,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-200.0,100.0,-25.0,50.0,26586.0,B,516.0,27102.0,9.0,0.0,1.0,2300.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.9,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,732.0,844,390,844,390,f088e453-662c-46dd-90cb-5d8fad13440c,f088e453-662c-46dd-90cb-5d8fad13440c,projectseed_production_april2024,2,,28752,38,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",,1667,980,-200.0,100.0,-25.0,50.0,28420.0,C,732.0,29152.0,10.0,-75.0,2.0,2275.0,-25.0,
