Deck_ACC,Deck_CRESP,Deck_DurationError,Deck_OnsetDelay,Deck_OnsetToOnsetTime,ExperimentName,ExperimentPlatform,ExperimentVersion,List1_Cycle,Running,cycle_start_date,day,expected_trial_count,experiment_name,internal_node_id,lang,last_commit,on_mobile,role,rt,screen_availHeight,screen_availWidth,screen_height,screen_width,session_id,session_uuid,study_id,subject_id,task_section,time_elapsed,trial_index,trial_type,useragent,view_history,window_innerHeight,window_innerWidth,DeckA,DeckB,DeckC,DeckD,Deck_OnsetTime,Deck_RESP,Deck_RT,Deck_RTTime,List1_Sample,loss_event,response,totalsum,var,stimulus
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.0,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,2368.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,13411,2,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,100.0,100.0,50.0,50.0,11641.0,A,2368.0,14009.0,1.0,0.0,0.0,2100.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.1,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,940.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,15663,6,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-250.0,100.0,50.0,50.0,15320.000000000002,D,940.0,16260.000000000002,2.0,0.0,3.0,2150.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.2,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,619.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,17597,10,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-250.0,100.0,50.0,50.0,17575.0,B,619.0,18194.0,3.0,0.0,1.0,2250.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.3,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,789.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,19699,14,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-250.0,100.0,50.0,50.0,19507.0,A,789.0,20296.0,4.0,-350.0,0.0,2000.0,-250.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.4,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,1204.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,23214,18,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-200.0,100.0,50.0,50.0,22608.0,C,1204.0,23812.0,5.0,0.0,2.0,2050.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.5,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,1207.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,25734,22,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-200.0,100.0,0.0,50.0,25124.0,C,1207.0,26331.0,6.0,-50.0,2.0,2050.0,0.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.6,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,727.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,28773,26,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-200.0,100.0,-25.0,50.0,28643.0,B,727.0,29370.0,7.0,0.0,1.0,2150.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.7,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,1890.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,31973,30,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-200.0,100.0,-25.0,50.0,30680.0,B,1890.0,32570.0,8.0,0.0,1.0,2250.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.8,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,1239.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,34523,34,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-200.0,100.0,-25.0,50.0,33881.0,D,1239.0,35120.0,9.0,0.0,3.0,2300.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.9,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,745.0,812,375,812,375,5505110d-31b8-47ca-9f47-6c45520c1706,5505110d-31b8-47ca-9f47-6c45520c1706,projectseed_production_april2024,6,,36578,38,html-button-response,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.88 Mobile/15E148 Safari/604.1",,1662,980,-200.0,100.0,-25.0,50.0,36431.0,A,745.0,37176.0,10.0,-300.0,0.0,2100.0,-200.0,
